artist,available_markets,genre,name,popularity,total_tracks,release_year
Duke Ellington,184,Jazz,Concert of Sacred Music,8,8,1966
Duke Ellington,184,Jazz,Ella At Duke's Place,18,10,1965
Duke Ellington,185,Jazz,"Duke Ellington, Fletcher Henderson, Artie Shaw and Their Orchestras",7,10,1965
Duke Ellington,185,Jazz,Concert In The Virgin Islands,8,11,1965
Duke Ellington,184,Jazz,Duke Ellington & John Coltrane,59,7,1963
Duke Ellington,185,Jazz,The Early Duke Ellington,14,10,1963
Duke Ellington,183,Jazz,Back To Back (Duke Ellington And Johnny Hodges Play The Blues),21,7,1963
Duke Ellington,169,Jazz,The Great Reunion,39,7,1963
Duke Ellington,184,Jazz,Piano In The Background (Expanded Edition),39,14,1961
Duke Ellington,184,Jazz,Selections From Peer Gynt Suites Nos. 1 & 2 And Suite Thursday,8,9,1961
Duke Ellington,184,Jazz,First Time! The Count Meets The Duke,27,15,1961
Duke Ellington,184,Jazz,The Nutcracker Suite (Expanded Edition),19,19,1960
Duke Ellington,184,Jazz,At The Bal Masque,6,12,1959
Duke Ellington,184,Jazz,Anatomy of a Murder,39,25,1959
Duke Ellington,184,Jazz,Duke Ellington's Spacemen: The Cosmic Scene (Expanded Edition),6,12,1958
Duke Ellington,184,Jazz,Ellington Indigos (Expanded Edition),22,15,1958
Duke Ellington,184,Jazz,Blues In Orbit,27,19,1958
Duke Ellington,184,Jazz,"Black, Brown, & Beige (with Mahalia Jackson)",19,16,1958
Duke Ellington,184,Jazz,Such Sweet Thunder (Expanded Edition),33,22,1957
Duke Ellington,184,Jazz,A Drum Is a Woman,6,12,1957
Duke Ellington,184,Jazz,Ellington at Newport 1956 (Complete),31,38,1956
Duke Ellington,184,Jazz,The Duke Plays Ellington,37,12,1954
Duke Ellington,184,Jazz,Masterpieces By Ellington (Uncut Concert Arrangements),21,7,1951
Duke Ellington,184,Jazz,Ellington Uptown (Expanded Edition),21,13,1948
Duke Ellington,185,Jazz,"The Duke 1940, Vol. 2",9,13,1940
Duke Ellington,185,Jazz,"The Duke 1940, Vol. 1",11,14,1940
Duke Ellington,185,Jazz,"Ellington, Duke: Echoes Of Harlem (1936-1938)",22,20,1938
Duke Ellington,185,Jazz,Hot Brass,9,15,2015
Duke Ellington,185,Jazz,Dark Academia - Jazz,9,26,2021
Duke Ellington,185,Jazz,"Ory, Kid: Ory's Creole Trombone (1945-1953)",9,20,2005
Duke Ellington,184,Jazz,Compact Jazz: Best Of The Big Bands,9,16,1989
Duke Ellington,168,Jazz,Pure... Blues,9,63,2013
Duke Ellington,185,Jazz,"Leif ""Smoke Rings"" Andersson presenterar fler favoriter",9,22,2011
Duke Ellington,185,Jazz,American Music,9,121,2008
Duke Ellington,185,Jazz,Evergreens,8,44,2007
Duke Ellington,184,Jazz,John Coltrane: Ken Burns's Jazz,8,10,2000
Duke Ellington,185,Jazz,Les Années folles,8,110,2013
Duke Ellington,178,Jazz,Svensk jazzhistoria vol. 8 (1956-1959) - Topsy Theme,8,63,2002
Duke Ellington,184,Jazz,A John Coltrane Retrospective: The Impulse Years,8,24,1992
Duke Ellington,184,Jazz,Christmas On The Bandstand,8,12,1994
Duke Ellington,184,Jazz,Love – The Best of Jazz for Romancin',8,30,2015
Duke Ellington,185,Jazz,Vol. 22: Tir Na Noir - Demo Tracks,8,14,2007
Duke Ellington,185,Jazz,Organ Improvisations,8,17,1989
Duke Ellington,181,Jazz,TSF Jazz 100% Swing,8,21,2018
Duke Ellington,184,Jazz,Intimacy Of The Blues,8,11,1986
Duke Ellington,184,Jazz,Songplay,8,14,2019
Duke Ellington,166,Jazz,On Stage,8,7,1984
Duke Ellington,183,Jazz,Verve Jazz Masters 6: Ella Fitzgerald,8,16,1993
Duke Ellington,185,Jazz,"Player Piano Arrangements - Gershwin, G. / Rodgers, R. / Berlin, I. / Brooks, S. / Koffman, M. / Ayer, N. / Ahlert, F. / Fina, J.",8,26,2003
Duke Ellington,30,Jazz,Snuggle By The Fire,7,29,2019
Duke Ellington,168,Jazz,Absolute Jazz,7,50,2019
Duke Ellington,185,Jazz,Little Girl Blue,7,15,2014
Duke Ellington,185,Jazz,When Lights are Low,7,12,2002
Duke Ellington,185,Jazz,The Songs of Bessie Smith / It Don't Mean a Thing If It Ain't Got That Swing,7,20,2003
Duke Ellington,185,Jazz,Favourite Encores!,7,15,2006
Duke Ellington,42,Jazz,Classic Jazz Giants,7,27,2012
Duke Ellington,184,Jazz,BD Music Presents Bye Bye Blackbird,7,29,2010
Duke Ellington,185,Jazz,Brazz,7,11,1999
Duke Ellington,78,Jazz,Cita en casa,7,30,2023
Duke Ellington,184,Jazz,Classic Jazz,7,25,2019
Duke Ellington,185,Jazz,Themes Of The Big Bands: Let's Dance! (1934-1947),7,17,2001
Duke Ellington,185,Jazz,The Golden Swing of Black Dyke,7,18,2004
Duke Ellington,95,Jazz,Jazz Hits,7,9,2022
Duke Ellington,181,Jazz,Love Classics,7,40,2009
Duke Ellington,184,Jazz,Christmas Tunes of the 30s 40s 50s,7,60,2023
Duke Ellington,182,Jazz,Jazz Indespensable: Standards,7,18,2001
Duke Ellington,184,Jazz,The Fabulous Big Band Collection - More Fabulous Big Band,7,15,1998
Duke Ellington,109,Jazz,Jazz Signatures,7,13,1999
Duke Ellington,185,Jazz,Holiday Lounge - The Christmas Remixes,7,14,2004
Duke Ellington,104,Jazz,Smoky Jazz (Jazz Club),6,16,2008
Duke Ellington,45,Jazz,Jazz - Beginner,6,24,2008
Duke Ellington,185,Jazz,Double Edge - U.S. Choice,6,9,2007
Duke Ellington,185,Jazz,Those Were Our Songs: Hits from World War II,6,20,2012
Duke Ellington,184,Jazz,Uncensored,6,26,2021
Duke Ellington,184,Jazz,Triplicate,6,9,1988
Duke Ellington,184,Jazz,Matisse et la musique,6,34,2021
Duke Ellington,185,Jazz,MOC4,6,22,2014
Duke Ellington,184,Jazz,"Saga Jazz: Jazzin' The Classics, Vol. 1 (A Musical Sacrilege From Bach to Liszt)",6,24,2003
Duke Ellington,184,Jazz,Martha Stewart Living Music: Jazz For The Holidays,6,16,2005
Duke Ellington,184,Jazz,The Very Best Of The Duke Ellington Song Book,6,12,2007
Duke Ellington,184,Jazz,The Best Of Ken Burns Jazz,6,20,2000
Duke Ellington,185,Jazz,Tati,6,9,2012
Duke Ellington,185,Jazz,"HOLIDAY, Billie: You're My Thrill (1944-1949)",6,20,2004
Duke Ellington,185,Jazz,Vol. 12: Proud Mary - Demo Tracks,6,21,2007
Duke Ellington,184,Jazz,Golden Legends: Jazz Legends,6,14,2005
Duke Ellington,185,Jazz,"Cello Quartet Arrangements - Handy, W.C. / Arlen, H. / Mayfield, P. / Ellington, D. / Winner, J.E. / Mackeben, T.",6,24,2005
Duke Ellington,182,Jazz,Swing – The Best of Jazz for Dancin',6,30,2015
Duke Ellington,95,Jazz,Jazz Bar,6,42,2023
Duke Ellington,184,Jazz,Old School Christmas Music,6,59,2023
Duke Ellington,184,Jazz,Bullets Over Broadway Soundtrack,6,16,1994
Duke Ellington,184,Jazz,Old School Christmas Classics,6,100,2024
Duke Ellington,185,Jazz,Still: Symphony No. 1 & Ellington: The River,6,11,1993
Chappell Roan,183,Indie Pop,The Rise and Fall of a Midwest Princess,94,14,2023
Chappell Roan,183,Indie Pop,"Good Luck, Babe!",88,1,2024
Chappell Roan,183,Indie Pop,HOT TO GO!,46,1,2023
Chappell Roan,183,Indie Pop,Red Wine Supernova,48,1,2023
Chappell Roan,183,Indie Pop,Kaleidoscope,40,1,2023
Chappell Roan,183,Indie Pop,Casual,52,1,2022
Chappell Roan,183,Indie Pop,Femininomenon,41,1,2022
Chappell Roan,183,Indie Pop,My Kink Is Karma,39,1,2022
Chappell Roan,183,Indie Pop,Pink Pony Club,47,1,2022
Chappell Roan,183,Indie Pop,Naked In Manhattan,44,1,2022
Chappell Roan,183,Indie Pop,California,39,1,2020
Chappell Roan,183,Indie Pop,Love Me Anyway,60,1,2020
Chappell Roan,184,Indie Pop,School Nights,56,1,2018
Chappell Roan,184,Indie Pop,Bitter,55,2,2018
Chappell Roan,184,Indie Pop,School Nights,65,5,2017
Chappell Roan,184,Indie Pop,Good Hurt (Aevion Remix),33,1,2017
Chappell Roan,183,Indie Pop,Good Hurt,35,1,2017
Chappell Roan,175,Indie Pop,Talking to the Moon - Soft Pop,38,24,2021
Chappell Roan,95,Indie Pop,Rising Pop Stars,37,44,2023
Chappell Roan,136,Indie Pop,Pride Hits 2024,31,47,2024
Chappell Roan,179,Indie Pop,100 Greatest 2020 Songs,31,100,2020
Chappell Roan,133,Indie Pop,#love,23,40,2021
Chappell Roan,136,Indie Pop,Pride Pop Hits,23,35,2024
Chappell Roan,176,Indie Pop,Girl Squad,21,35,2022
Chappell Roan,185,Indie Pop,Etheral Songs,21,25,2021
Chappell Roan,136,Indie Pop,PRIDE: Celebrate Love,20,20,2024
Chappell Roan,136,Indie Pop,Wine & Cheese,16,45,2023
Chappell Roan,136,Indie Pop,Descubriendo Joyas Pop 2024,15,34,2024
Chappell Roan,173,Indie Pop,Home Office 2022,14,50,2022
Chappell Roan,183,Indie Pop,Fly Away - Laidback Indie,13,24,2021
Chappell Roan,183,Indie Pop,Our Song - Pop Chill 100,12,98,2021
Chappell Roan,184,Indie Pop,Feel It Still - Indie Royalty,12,34,2021
Chappell Roan,138,Indie Pop,XOXO Pop,12,32,2021
Chappell Roan,162,Indie Pop,100 Laidback Hits,12,100,2022
Chappell Roan,177,Indie Pop,Feel Good Indie,12,35,2021
Chappell Roan,183,Indie Pop,Party On 2022,11,49,2022
Chappell Roan,136,Indie Pop,Mois des fiertés 2024,11,79,2024
Chappell Roan,177,Indie Pop,Chill Alternative,10,27,2022
Chappell Roan,183,Indie Pop,Rumors - Here's to 2022,10,24,2021
Chappell Roan,174,Indie Pop,Top New Pop,9,44,2021
Chappell Roan,136,Indie Pop,eu no meu dia menos fã de pop,9,13,2024
Chappell Roan,130,Indie Pop,Easy Sunday Pop,8,30,2024
Chappell Roan,136,Indie Pop,Mês do orgulho,7,20,2024
Chappell Roan,184,Indie Pop,2am - Late Night Indie,7,30,2022
Chappell Roan,180,Indie Pop,I Feel Good - Viral Pop,7,29,2021
Chappell Roan,144,Indie Pop,Pop Drama,7,28,2021
Chappell Roan,185,Indie Pop,Tongue Tied - Ultimate Indie,7,30,2021
Chappell Roan,184,Indie Pop,Indie Summer,6,30,2024
Chappell Roan,185,Indie Pop,Alternative Hits,6,50,2021
Chappell Roan,185,Indie Pop,Coffee Shop Alternative,6,29,2021
beabadoobee,185,Indie Pop,Live in LA,45,21,2023
beabadoobee,185,Indie Pop,Live in London,40,22,2023
beabadoobee,185,Indie Pop,Beatopia,74,14,2022
beabadoobee,185,Indie Pop,Fake It Flowers,55,12,2020
beabadoobee,185,Indie Pop,Loveworm (Bedroom Sessions),44,7,2019
beabadoobee,185,Indie Pop,Loveworm,64,7,2019
beabadoobee,185,Indie Pop,Patched Up,65,7,2018
beabadoobee,185,Indie Pop,Ever Seen,63,3,2024
beabadoobee,185,Indie Pop,Coming Home,62,2,2024
beabadoobee,185,Indie Pop,Take A Bite,66,1,2024
beabadoobee,185,Indie Pop,It's Only A Paper Moon (The New Look: Season 1 (Apple TV+ Original Series Soundtrack)),34,1,2024
beabadoobee,185,Indie Pop,Fear Of Flying (feat. Aminé & beabadoobee),33,1,2023
beabadoobee,185,Indie Pop,A Night To Remember,66,1,2023
beabadoobee,185,Indie Pop,the way things go,64,1,2023
beabadoobee,185,Indie Pop,Glue Song (feat. Clairo),66,1,2023
beabadoobee,185,Indie Pop,Glue Song,70,1,2023
beabadoobee,185,Indie Pop,CYBERKISS 2 U*,24,1,2022
beabadoobee,185,Indie Pop,10:36,36,1,2022
beabadoobee,185,Indie Pop,Lovesong,42,1,2022
beabadoobee,185,Indie Pop,See you Soon,37,1,2022
beabadoobee,185,Indie Pop,iScream,19,1,2022
beabadoobee,185,Indie Pop,Talk,47,1,2022
beabadoobee,185,Indie Pop,fall in love with a girl (feat. Beabadoobee),42,1,2022
beabadoobee,184,Indie Pop,Silver Into Rain,18,1,2022
beabadoobee,185,Indie Pop,Our Extended Play,60,4,2021
beabadoobee,185,Indie Pop,Last Day On Earth,43,1,2021
beabadoobee,185,Indie Pop,Winter Wonderland,23,1,2020
beabadoobee,185,Indie Pop,Together,21,1,2020
beabadoobee,185,Indie Pop,How Was Your Day?,28,1,2020
beabadoobee,185,Indie Pop,Worth It,24,1,2020
beabadoobee,185,Indie Pop,Sorry,28,2,2020
beabadoobee,185,Indie Pop,Care,25,1,2020
beabadoobee,185,Indie Pop,Beabadoobee - ASIA RISING FOREVER,26,2,2020
beabadoobee,185,Indie Pop,Hurry Home (with beabadoobee & Jay Som),31,1,2020
beabadoobee,184,Indie Pop,death bed (coffee for your head),72,1,2020
beabadoobee,185,Indie Pop,Spotify Singles,29,2,2019
beabadoobee,185,Indie Pop,Space Cadet,44,5,2019
beabadoobee,185,Indie Pop,I Wish I Was Stephen Malkmus,39,1,2019
beabadoobee,185,Indie Pop,She Plays Bass,46,1,2019
beabadoobee,185,Indie Pop,Susie May,36,1,2018
beabadoobee,185,Indie Pop,Lice,47,4,2018
beabadoobee,185,Indie Pop,The Moon Song,52,1,2017
beabadoobee,185,Indie Pop,Coffee,59,1,2017
beabadoobee,184,Indie Pop,poems of the past,56,6,2020
beabadoobee,184,Indie Pop,worm food,54,13,2022
beabadoobee,184,Indie Pop,Sad Bops,44,43,2022
beabadoobee,184,Indie Pop,Fall In Love With A Girl (feat. Orla Gartland),41,2,2022
beabadoobee,184,Indie Pop,1994,36,2,2022
beabadoobee,185,Indie Pop,Silk,36,11,2018
beabadoobee,184,Indie Pop,frog,32,3,2022
Chet Baker,136,Jazz,You Go To My Head,37,76,2024
Chet Baker,185,Jazz,Chet Baker in Tokyo (the complete concert),44,13,2024
Chet Baker,136,Jazz,At Midnight: Chet Baker,38,50,2024
Chet Baker,183,Jazz,Signature,26,5,2024
Chet Baker,136,Jazz,On Riverside: Chet Baker,22,15,2023
Chet Baker,185,Jazz,Chet on Poetry,32,8,2023
Chet Baker,185,Jazz,'Round Midnight (Live In Cologne),16,5,2023
Chet Baker,185,Jazz,Blue Room: The 1979 Vara Studio Sessions in Holland,17,11,2023
Chet Baker,185,Jazz,At Capolinea (Remastered),13,6,2023
Chet Baker,185,Jazz,Conception (Live In Paris),12,3,2022
Chet Baker,185,Jazz,Welcome Back,29,9,2022
Chet Baker,185,Jazz,Live From Paris,11,6,2022
Chet Baker,185,Jazz,Intimacy,11,8,2022
Chet Baker,185,Jazz,Live In Milan,17,8,2022
Chet Baker,185,Jazz,Late Night Jazz (Deluxe Edition),33,16,2022
Chet Baker,185,Jazz,Hazy Hugs,8,10,2021
Chet Baker,185,Jazz,Chet Baker meets Space Jazz Trio - little girl blue,17,6,2021
Chet Baker,185,Jazz,Quintet Sessions 1979,20,8,2020
Chet Baker,182,Jazz,Salt Peanuts,7,9,2020
Chet Baker,184,Jazz,The Legendary Riverside Albums,31,39,2019
Chet Baker,185,Jazz,Ballads For Two,36,9,2018
Chet Baker,185,Jazz,Chet Baker Live in London Volume II,18,10,2018
Chet Baker,185,Jazz,"Live, 1975",8,17,2018
Chet Baker,185,Jazz,"All That Jazz, Vol. 94: Chet Baker & Friends (Remastered 2017)",8,10,2017
Chet Baker,185,Jazz,But Not For Me: A Chet Baker Studio Discovery,8,6,2017
Chet Baker,185,Jazz,Chet Baker In Italy,6,8,2017
Chet Baker,185,Jazz,Silent Nights,7,12,2017
Chet Baker,185,Jazz,Love For Sale (Live at The Rising Sun Celebrity Jazz Club),21,7,2016
Chet Baker,185,Jazz,Live in London,12,10,2016
Chet Baker,180,Jazz,Lost Tapes: Early Chet,21,14,2016
Chet Baker,185,Jazz,"In Europe, 1955 (Live)",7,9,2015
Chet Baker,185,Jazz,The Heart Of The Ballad,9,10,2015
Chet Baker,185,Jazz,Naima,8,7,2015
Chet Baker,184,Jazz,BD Music & Cabu Present Chet Baker,11,34,2012
Chet Baker,184,Jazz,In New York [Original Jazz Classics Remasters],26,7,2011
Chet Baker,185,Jazz,Telemark Blue,6,15,2010
Chet Baker,184,Jazz,Chet Baker Sings: It Could Happen To You [Original Jazz Classics Remasters] (OJC Remaster),49,14,2010
Chet Baker,133,Jazz,The Mellow Sound Of Chet Baker,13,17,2009
Chet Baker,132,Jazz,Essential Standards (eBooklet),40,12,2009
Chet Baker,97,Jazz,Tenderly (Jazz Club),15,15,2008
Chet Baker,185,Jazz,Chet Baker Meets Enrico Pieranunzi,10,6,2008
Chet Baker,185,Jazz,The Tentet 1953 / The Collaborations 1957,7,20,2008
Chet Baker,185,Jazz,Original Sessions 1952-1953,26,51,2008
Chet Baker,184,Jazz,Chet (Keepnews Collection),42,10,2007
Chet Baker,183,Jazz,The Collection,13,14,2006
Chet Baker,98,Jazz,Riverside Profiles: Chet Baker,31,11,2006
Chet Baker,88,Jazz,Plays Standards,10,8,2006
Chet Baker,100,Jazz,Plays For Lovers,31,11,2006
Chet Baker,184,Jazz,The Very Best,15,12,2004
Chet Baker,184,Jazz,Each Day Is Valentine's Day,9,12,2004
Chet Baker,184,Jazz,Chet Baker Sextet,29,12,2004
Chet Baker,184,Jazz,Chet Baker Big Band (Reissue),21,10,2004
Chet Baker,94,Jazz,Candy,19,9,2004
Chet Baker,50,Jazz,Easy to Love,6,19,2004
Chet Baker,184,Jazz,Chet For Lovers,20,14,2003
Chet Baker,182,Jazz,Essential,21,14,2003
Chet Baker,184,Jazz,Chet Baker & Crew (Expanded Edition),16,14,2003
Chet Baker,184,Jazz,Out Of Nowhere: Chet Baker Quartet Live,21,9,2001
Chet Baker,184,Jazz,You Can't Go Home Again (Deluxe Edition),9,20,2000
Chet Baker,183,Jazz,"The Legacy, Vol. 3: Why Shouldn't You Cry",7,9,1998
Chet Baker,184,Jazz,The Original Quartet With Chet Baker,37,42,1998
Chet Baker,184,Jazz,The Chet Baker Quartet With Russ Freeman,20,25,1998
Chet Baker,184,Jazz,The Best Thing For You,13,6,1998
Chet Baker,90,Jazz,The Art Of The Ballad,42,13,1998
Chet Baker,91,Jazz,Quintessence,9,8,1998
Chet Baker,184,Jazz,Picture Of Heath,29,7,1998
Chet Baker,184,Jazz,Songs For Lovers,16,12,1997
Chet Baker,184,Jazz,Quartet,11,8,1997
Chet Baker,182,Jazz,Jazz Masters - Chet Baker,7,10,1997
Chet Baker,184,Jazz,This Is Jazz #2,23,10,1996
Chet Baker,184,Jazz,Young Chet,37,12,1996
Chet Baker,89,Jazz,Stairway To The Stars,20,11,1996
Chet Baker,90,Jazz,On A Misty Night,18,11,1996
Chet Baker,89,Jazz,Lonely Star,16,10,1996
Chet Baker,184,Jazz,Embraceable You,38,13,1995
Chet Baker,184,Jazz,Jazz Masters 32,24,16,1994
Chet Baker,184,Jazz,The Pacific Jazz Years,19,49,1994
Chet Baker,184,Jazz,My Funny Valentine,28,14,1994
Chet Baker,182,Jazz,Together: The Complete Studio Recordings,13,7,1993
Chet Baker,184,Jazz,Compact Jazz - Chet Baker,20,15,1992
Chet Baker,184,Jazz,Grey December,8,17,1992
Chet Baker,90,Jazz,Chet Baker Introduces Johnny Pace,6,10,1992
Chet Baker,89,Jazz,Chet Baker In Milan,28,8,1992
Chet Baker,185,Jazz,Live in Bologna 1985,8,6,1992
Chet Baker,185,Jazz,Heartbreak,8,10,1991
Chet Baker,184,Jazz,Jazz 'Round Midnight,29,14,1990
Chet Baker,183,Jazz,Straight from the Heart - The Great Last Concert Vol. II,7,7,1990
Chet Baker,89,Jazz,Chet Baker With Fifty Italian Strings,30,10,1990
Chet Baker,185,Jazz,As Time Goes By,21,10,1990
Chet Baker,184,Jazz,The Route,17,11,1989
Chet Baker,185,Jazz,Mister B.,13,8,1989
Chet Baker,185,Jazz,Cool Cat,13,6,1989
Chet Baker,184,Jazz,Chet In Paris: Everything Happens To Me - The Complete Barclay Recording Vol. 2,49,13,1988
Chet Baker,185,Jazz,Blåmann! Blåmann!,10,15,1988
Chet Baker,183,Jazz,My Favourite Songs - The Last Great Concert,16,7,1988
Chet Baker,183,Jazz,Reunion With Chet Baker,43,15,1988
Chet Baker,69,Jazz,"Chet In Paris, Vol 4",17,16,1988
Chet Baker,68,Jazz,Chet In Paris Vol 3,20,12,1988
Chet Baker,184,Jazz,Chet In Paris Vol 1,18,13,1988
Chet Baker,185,Jazz,When Sunny Gets Blue,13,8,1988
Chet Baker,185,Jazz,The Touch Of Your Lips,38,7,1986
Chet Baker,185,Jazz,Sings Again,17,8,1986
Chet Baker,185,Jazz,Diane,30,8,1986
Chet Baker,185,Jazz,No Problem,25,7,1985
Chet Baker,185,Jazz,Live in Paris : The Radio France Recordings 1983-1984 (Live),6,11,1983
Chet Baker,185,Jazz,Live in Sweden (feat. Åke Johansson Trio),8,8,1983
Chet Baker,182,Jazz,Studio Trieste,16,4,1982
Chet Baker,185,Jazz,Chet Baker and The Boto Brazilian Quartet,7,8,1981
Chet Baker,99,Jazz,Once Upon A Summertime,7,5,1980
Chet Baker,185,Jazz,Two a Day,7,5,1980
Chet Baker,185,Jazz,Someday My Prince Will Come,20,6,1979
Chet Baker,185,Jazz,The Incredible Chet Baker Plays & Sings,11,7,1977
Chet Baker,184,Jazz,You Can't Go Home Again,13,4,1977
Chet Baker,182,Jazz,Carnegie Hall Concert,10,8,1975
Chet Baker,170,Jazz,She Was Too Good To Me (CTI Records 40th Anniversary Edition),31,8,1974
Chet Baker,180,Jazz,She Was Too Good To Me,16,8,1974
Chet Baker,182,Jazz,Cool Chet Baker,11,7,1974
Chet Baker,185,Jazz,Albert's House,16,12,1969
Chet Baker,184,Jazz,Baker's Holiday,44,10,1965
Chet Baker,184,Jazz,Baby Breeze (Expanded Edition),49,15,1965
Chet Baker,185,Jazz,The Most Important Jazz Album Of 1964/65,33,10,1964
Chet Baker,182,Jazz,Chet Is Back!,20,12,1962
Chet Baker,183,Jazz,Chet (Mono),45,9,1959
Chet Baker,184,Jazz,Pretty/Groovy (Expanded Edition),24,17,1958
Chet Baker,184,Jazz,"Theme Music From ""The James Dean Story"" (Remastered)",16,11,1957
Chet Baker,184,Jazz,Chet Baker Sings,67,14,1956
Chet Baker,184,Jazz,The Trumpet Artistry Of Chet Baker,37,12,1955
Chet Baker,184,Jazz,Jazz At Ann Arbor (Live),10,8,1955
Chet Baker,184,Jazz,Chet Baker Sings And Plays (Remastered 2004),45,11,1955
Chet Baker,184,Jazz,Chet Baker Ensemble (Expanded Edition / Remastered),26,13,1954
Chet Baker,182,Jazz,Love Songs,23,12,1954
Chet Baker,166,Jazz,Chet Baker & Strings,16,15,1954
Lauren Spencer Smith,183,Gen Z,Mirror (Deluxe),46,16,2023
Lauren Spencer Smith,183,Gen Z,Mirror,72,15,2023
Lauren Spencer Smith,183,Gen Z,Last Christmas,17,1,2023
Lauren Spencer Smith,183,Gen Z,Santa Baby,13,1,2023
Lauren Spencer Smith,183,Gen Z,Broke Christmas,19,1,2023
Lauren Spencer Smith,183,Gen Z,That Part,55,7,2023
Lauren Spencer Smith,183,Gen Z,Fantasy (with GAYLE & Em Beihold),40,1,2023
Lauren Spencer Smith,183,Gen Z,Best Friend Breakup,37,5,2023
Lauren Spencer Smith,183,Gen Z,Single On The 25th,22,1,2022
Lauren Spencer Smith,183,Gen Z,Narcissist (Piano Version),25,2,2022
Lauren Spencer Smith,183,Gen Z,Narcissist,47,3,2022
Lauren Spencer Smith,183,Gen Z,Flowers (Guitar Version),31,3,2022
Lauren Spencer Smith,183,Gen Z,Flowers,57,1,2022
Lauren Spencer Smith,184,Gen Z,Fingers Crossed,53,1,2022
Lauren Spencer Smith,185,Gen Z,For Granted,43,1,2021
Lauren Spencer Smith,185,Gen Z,Back to Friends,50,1,2021
Lauren Spencer Smith,177,Gen Z,Mixed Emotions,53,5,2020
Lauren Spencer Smith,177,Gen Z,Crazy,35,1,2020
Lauren Spencer Smith,176,Gen Z,Always Remember Us This Way,43,1,2019
Lauren Spencer Smith,95,Gen Z,Winter 2023,41,37,2023
Lauren Spencer Smith,95,Gen Z,Rising Pop Stars,37,44,2023
Lauren Spencer Smith,183,Gen Z,Meet Cute (Motion Picture Soundtrack),31,6,2022
Lauren Spencer Smith,95,Gen Z,Sad Summer Songs 2022,30,32,2022
Lauren Spencer Smith,95,Gen Z,Top y Virales Hits,28,40,2022
Lauren Spencer Smith,95,Gen Z,Hit - List Vol 17,28,22,2023
Lauren Spencer Smith,136,Gen Z,Ya Fue Mucho 2023,27,30,2023
Lauren Spencer Smith,95,Gen Z,I want all the tears back that i've cried,25,16,2022
Lauren Spencer Smith,136,Gen Z,Vinterlåtar,23,46,2023
Lauren Spencer Smith,95,Gen Z,Sad Love Songs 2022,22,28,2022
Lauren Spencer Smith,95,Gen Z,Top Trending Hits Vol. 6,22,45,2022
Lauren Spencer Smith,95,Gen Z,Best of 2022: Sad Songs,22,23,2022
Lauren Spencer Smith,95,Gen Z,Maybe I Am Just Not Enough,21,15,2022
Lauren Spencer Smith,95,Gen Z,Hits France 2022 Vol. 2,21,36,2022
Lauren Spencer Smith,95,Gen Z,春に聴きたい洋楽POP,20,37,2023
Lauren Spencer Smith,95,Gen Z,Viral Hits: February 2022,18,22,2022
Lauren Spencer Smith,95,Gen Z,Relaxing Music 2023,18,48,2023
Lauren Spencer Smith,95,Gen Z,No Judgement,18,33,2023
Lauren Spencer Smith,95,Gen Z,August 2022 Hits,18,32,2022
Lauren Spencer Smith,136,Gen Z,Breakup Anthems | Er ligt een monster in m'n bed...,18,36,2023
Lauren Spencer Smith,95,Gen Z,Best of 2022: Trending Viral,17,45,2022
Lauren Spencer Smith,95,Gen Z,Pure Acoustic 2022,17,40,2022
Lauren Spencer Smith,136,Gen Z,Mix: Top World Hits,17,30,2023
Lauren Spencer Smith,95,Gen Z,Monsoon Love Vol 14,17,34,2023
Lauren Spencer Smith,95,Gen Z,Best of 2022: Breakout Artists,17,26,2022
Lauren Spencer Smith,95,Gen Z,but i knew you,17,25,2022
Lauren Spencer Smith,95,Gen Z,23 artists to watch in 23,17,23,2023
Lauren Spencer Smith,95,Gen Z,i love it and i hate it at the same time,16,45,2023
Lauren Spencer Smith,95,Gen Z,New School Pop,16,30,2023
Lauren Spencer Smith,136,Gen Z,The Best Pop Music Videos,16,29,2024
Lauren Spencer Smith,95,Gen Z,"i'm sick of your voice, sick of your face",16,24,2022
Lauren Spencer Smith,95,Gen Z,Monsoon Love Vol 16,12,28,2023
Lauren Spencer Smith,95,Gen Z,summer blues,11,20,2023
Lauren Spencer Smith,95,Gen Z,Golden Hour Vibes,11,38,2022
Lauren Spencer Smith,91,Gen Z,KlangCafe - Chilled Pop,11,36,2023
Lauren Spencer Smith,95,Gen Z,Newsletter Viral Hits,11,25,2023
Lauren Spencer Smith,95,Gen Z,Hit Factory Tunes 2,11,25,2023
Lauren Spencer Smith,94,Gen Z,Pop Rock Hits Automne 2022,11,18,2022
Lauren Spencer Smith,95,Gen Z,i still love u (xoxo),11,25,2023
Lauren Spencer Smith,95,Gen Z,Back to School 2023,10,48,2023
Lauren Spencer Smith,95,Gen Z,It's Your Body,10,19,2022
Lauren Spencer Smith,136,Gen Z,Blue Monday Vibes,10,13,2023
Lauren Spencer Smith,136,Gen Z,Cold Season,10,18,2023
Lauren Spencer Smith,136,Gen Z,cozy mornings by The Circle Sessions,10,44,2024
Lauren Spencer Smith,136,Gen Z,Plugga & Fokusera,10,41,2023
Lauren Spencer Smith,95,Gen Z,Best Of 2022,10,42,2023
Lauren Spencer Smith,136,Gen Z,Pluggfokus,9,37,2023
Lauren Spencer Smith,95,Gen Z,The Biggest Hits of 2022,9,27,2023
